departure,arrival
'airport': 'Seoul (Incheon),'airport': 'Suvarnabhumi International
'airport': 'Seoul (Incheon),'airport': 'Guangzhou Baiyun International
'airport': 'Seoul (Incheon),'airport': 'Macau International
'airport': 'Seoul (Incheon),'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Seoul (Incheon),'airport': 'Noibai International
'airport': 'Seoul (Incheon),'airport': 'Noibai International
'airport': 'Seoul (Incheon),'airport': 'Noibai International
'airport': 'Seoul (Incheon),'airport': 'Noibai International
'airport': 'Jomo Kenyatta International,'airport': 'Cairo International Airport
'airport': 'Jomo Kenyatta International,'airport': 'Cairo International Airport
'airport': 'Jomo Kenyatta International,'airport': 'Cairo International Airport
'airport': 'Auckland International,'airport': 'Queenstown
'airport': 'Auckland International,'airport': 'Perth International
'airport': 'Auckland International,'airport': 'Queenstown
'airport': 'Ninoy Aquino International,'airport': 'Doha International
'airport': 'Ninoy Aquino International,'airport': 'Sayak Airport
'airport': 'Soekarno-Hatta International,'airport': 'Pangkalpinang
'airport': 'Zhengzhou,'airport': 'Hangzhou
'airport': 'Singapore Changi,'airport': 'Seoul (Incheon)
'airport': 'Singapore Changi,'airport': 'Seoul (Incheon)
'airport': 'Singapore Changi,'airport': 'Haneda Airport
'airport': 'Singapore Changi,'airport': 'Haneda Airport
'airport': 'Singapore Changi,'airport': 'Haneda Airport
'airport': 'Seoul (Incheon),'airport': 'Tan Son Nhat International
'airport': 'Xuzhou,'airport': 'Haikou
'airport': 'Xuzhou,'airport': 'Haikou
'airport': 'Xuzhou,'airport': 'Haikou
'airport': 'Xuzhou,'airport': 'Haikou
'airport': 'Xuzhou,'airport': 'Haikou
'airport': 'Xuzhou,'airport': 'Haikou
'airport': 'Tianjin Binhai International,'airport': 'Hohhot
'airport': 'Xiamen,'airport': 'Tianjin Binhai International
'airport': 'Xiamen,'airport': 'Daguocun
'airport': 'Xiamen,'airport': 'Changchun
'airport': 'Abha,'airport': 'King Khaled International
'airport': 'Narita International Airport,'airport': 'Suvarnabhumi International
'airport': 'Harbin,'airport': 'Heihe
'airport': 'Ufa International Airport,'airport': 'Novy Urengoy
'airport': 'Murtala Muhammed,'airport': 'Mohamed V
'airport': 'Xining,'airport': Non
'airport': 'Hong Kong International,'airport': 'Ted Stevens Anchorage International Airport
'airport': 'Yun Cheng,'airport': 'Changsha
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Amata Kabua International,'airport': 'Honolulu International
'airport': 'Gladstone,'airport': 'Gladstone
'airport': 'Auckland International,'airport': 'Melbourne - Tullamarine Airport
'airport': 'Norfolk Island,'airport': 'Brisbane International
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Franz Josef Strauss,'airport': 'Copernicus Airport
'airport': 'Franz Josef Strauss,'airport': 'Copernicus Airport
'airport': 'Tashkent International,'airport': 'Vnukovo
'airport': 'Barajas,'airport': 'Ben Gurion International
'airport': 'Barajas,'airport': 'Henri Coanda International
'airport': 'Barajas,'airport': 'John F Kennedy International
'airport': 'Barajas,'airport': 'Charlotte Douglas
'airport': 'Barajas,'airport': 'Sabiha Gokcen
'airport': 'Barajas,'airport': 'Simon Bolivar International Airport
'airport': 'Aeroporto Internacional Guarulhos,'airport': 'Arturo Merino Benitez
'airport': 'Aeroporto Internacional Guarulhos,'airport': 'Augusto Severo
'airport': 'Aeroporto Internacional Guarulhos,'airport': 'Augusto Severo
'airport': 'Indira Gandhi International,'airport': 'Doha International
'airport': 'Indira Gandhi International,'airport': 'Dubai
'airport': 'Indira Gandhi International,'airport': 'Madras International (Meenambakkam)
'airport': 'Indira Gandhi International,'airport': 'Madras International (Meenambakkam)
'airport': 'Memphis International,'airport': 'Tocumen International
'airport': 'Seoul (Incheon),'airport': 'Honolulu International
'airport': 'Melchior Ndadaye International Airport,'airport': 'Kigoma
'airport': 'Melchior Ndadaye International Airport,'airport': 'Kigoma
'airport': 'Tianhe International,'airport': 'Urumqi
'airport': 'Tianhe International,'airport': 'Urumqi
'airport': 'Tianhe International,'airport': 'Urumqi
'airport': 'Tianhe International,'airport': 'Yibin
'airport': 'Bole International,'airport': 'Moi International
'airport': 'Khwaja Rawash,'airport': 'Dubai
'airport': 'Khwaja Rawash,'airport': 'Dubai
'airport': 'Dallas/Fort Worth International,'airport': 'La Guardia
'airport': 'Dallas/Fort Worth International,'airport': 'Los Angeles International
'airport': 'Dallas/Fort Worth International,'airport': 'San Francisco International
'airport': 'Dallas/Fort Worth International,'airport': 'Los Angeles International
'airport': 'Sheremetyevo International,'airport': 'Almaty
'airport': 'Sheremetyevo International,'airport': 'Makhachkala
'airport': 'Sheremetyevo International,'airport': 'Sochi/Adler International Airport
'airport': 'Sheremetyevo International,'airport': 'Zvartnots International
'airport': 'Sheremetyevo International,'airport': 'Murmansk
'airport': 'Frederic Chopin,'airport': 'Menara
'airport': 'Del Bajío International,'airport': 'Midway
'airport': 'Richmond International Airport,'airport': 'Dallas/Fort Worth International
'airport': 'Richmond International Airport,'airport': 'Dallas/Fort Worth International
'airport': 'Richmond International Airport,'airport': 'Dallas/Fort Worth International
'airport': 'Seoul (Incheon),'airport': 'Cam Ranh
'airport': 'Val De Cans,'airport': 'Altamira
'airport': 'Sumburgh,'airport': 'Orkney Island
'airport': 'Sumburgh,'airport': 'Orkney Island
'airport': 'Berlin Brandenburg Airport,'airport': 'Madeira
'airport': 'Beirut Rafic Hariri Airport,'airport': 'Orly
'airport': 'Glasgow International,'airport': 'Gran Canaria
'airport': 'Oliver Reginald Tambo International (Jan Smuts International),'airport': Non
'airport': 'Luton Airport,'airport': 'Lanzarote
'airport': 'Nürnberg,'airport': 'Hurghada
'airport': 'Weihai,'airport': 'Harbin
'airport': 'Weihai,'airport': 'Harbin
'airport': 'Beijing Capital International,'airport': 'Weihai
'airport': 'Novy Urengoy,'airport': 'Ufa International Airport
'airport': 'Oliver Reginald Tambo International (Jan Smuts International),'airport': 'Port Elizabeth
'airport': 'Oliver Reginald Tambo International (Jan Smuts International),'airport': 'Sir Seewoosagur Ramgoolam International
'airport': 'Oliver Reginald Tambo International (Jan Smuts International),'airport': 'Sir Seewoosagur Ramgoolam International
'airport': 'Oliver Reginald Tambo International (Jan Smuts International),'airport': 'Doha International
'airport': 'Grantley Adams International,'airport': 'Miami International Airport
'airport': 'Grantley Adams International,'airport': 'Miami International Airport
'airport': 'Chongqing Jiangbei International,'airport': Non
'airport': 'Chongqing Jiangbei International,'airport': Non
'airport': 'Chongqing Jiangbei International,'airport': Non
'airport': 'Chongqing Jiangbei International,'airport': Non
'airport': 'Chongqing Jiangbei International,'airport': Non
'airport': 'Sydney Kingsford Smith Airport,'airport': 'Taiwan Taoyuan International (Chiang Kai Shek International)
'airport': 'Sydney Kingsford Smith Airport,'airport': 'Hong Kong International
'airport': 'Syracuse Hancock International Airport,'airport': 'Dallas/Fort Worth International
'airport': 'Syracuse Hancock International Airport,'airport': 'Dallas/Fort Worth International
'airport': 'Bergamo - Orio al Serio,'airport': 'Beauvais-Tille
'airport': 'General A. L. Rodriguez International,'airport': 'General Juan N. Alvarez International
'airport': 'Fenghuang International (Phoenix International),'airport': 'Beijing Capital International
'airport': 'Fenghuang International (Phoenix International),'airport': 'Beijing Daxing International Airport
'airport': 'Fenghuang International (Phoenix International),'airport': 'Daguocun
'airport': 'Fenghuang International (Phoenix International),'airport': 'Tianjin Binhai International
'airport': 'Fenghuang International (Phoenix International),'airport': 'Xianyang
'airport': 'Zia International,'airport': 'Mohammad Bin Abdulaziz
'airport': 'Zia International,'airport': 'Saidpur
'airport': 'Nizhniy Novgorod,'airport': 'Khrabrovo
'airport': 'Love Field,'airport': 'Metropolitan Oak International
'airport': 'Beijing Capital International,'airport': 'Gonggar/Lhasa
'airport': 'Beijing Capital International,'airport': 'Gonggar/Lhasa
'airport': 'Beijing Capital International,'airport': 'Gonggar/Lhasa
'airport': 'Beijing Capital International,'airport': 'Gonggar/Lhasa
'airport': Non,'airport': 'Tianhe International
'airport': 'Hawkes Bay,'airport': 'Wellington International
'airport': 'Hawkes Bay,'airport': 'Wellington International
'airport': 'Tontouta,'airport': 'Singapore Changi
'airport': 'Tontouta,'airport': 'Singapore Changi
'airport': 'Almaty,'airport': 'Seoul (Incheon)
'airport': 'Auckland International,'airport': 'Gisborne
'airport': 'Auckland International,'airport': 'Gisborne
'airport': 'Auckland International,'airport': 'Gisborne
'airport': 'Gisborne,'airport': 'Auckland International
'airport': 'Gisborne,'airport': 'Auckland International
'airport': 'Chhatrapati Shivaji International (Sahar International),'airport': 'Indira Gandhi International
'airport': 'Kuala Lumpur International Airport (klia),'airport': 'Changsha
'airport': 'Mactan-Cebu International,'airport': 'Ninoy Aquino International
'airport': 'Singapore Changi,'airport': 'Seoul (Incheon)
'airport': 'Singapore Changi,'airport': 'Seoul (Incheon)
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Hong Kong International
'airport': 'Sydney Kingsford Smith Airport,'airport': 'Perth International
'airport': 'Sydney Kingsford Smith Airport,'airport': 'Perth International
'airport': 'Sydney Kingsford Smith Airport,'airport': 'Perth International
'airport': 'Rockhampton,'airport': 'Mackay
'airport': 'Abu Dhabi International,'airport': 'Cairo International Airport
'airport': 'Forest Hill,'airport': 'Forest Hill
'airport': Non,'airport': 'Melbourne - Tullamarine Airport
'airport': 'Noibai International,'airport': 'Fukuoka
'airport': 'Cairns,'airport': 'Edward River
'airport': 'Perth International,'airport': 'Kalgoorlie
'airport': 'Haneda Airport,'airport': 'Kagoshima
'airport': 'Mare,'airport': 'Magenta
'airport': 'Brisbane International,'airport': 'Rockhampton
'airport': 'Sydney Kingsford Smith Airport,'airport': 'Cairns
'airport': 'Hong Kong International,'airport': 'Narita International Airport
'airport': 'Warrnambool,'airport': 'Essendon
'airport': 'Brisbane International,'airport': 'Sydney Kingsford Smith Airport
'airport': 'Hong Kong International,'airport': 'Tan Son Nhat International
'airport': 'Brisbane International,'airport': 'Rockhampton
'airport': 'Auckland International,'airport': 'Hawkes Bay
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Brisbane International
'airport': 'Sydney Kingsford Smith Airport,'airport': 'Adelaide International Airport
'airport': 'Cootamundra,'airport': 'Forest Hill
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Brisbane International
'airport': 'Sydney Kingsford Smith Airport,'airport': 'Melbourne - Tullamarine Airport
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Brisbane International
'airport': 'Nadi International,'airport': 'Savusavu
'airport': 'Canberra,'airport': 'Melbourne - Tullamarine Airport
'airport': 'Dubai,'airport': 'Charles De Gaulle
'airport': 'Noibai International,'airport': 'Kansai International
'airport': 'Zvartnots International,'airport': 'Vnukovo
'airport': 'Zvartnots International,'airport': 'Vnukovo
'airport': 'Brisbane International,'airport': 'Hong Kong International
'airport': 'Canberra,'airport': 'Melbourne - Tullamarine Airport
'airport': 'Soekarno-Hatta International,'airport': 'Sultan Aji Muhamad Sulaiman Airport\r\n
'airport': 'Soekarno-Hatta International,'airport': 'Sultan Aji Muhamad Sulaiman Airport\r\n
'airport': 'Madras International (Meenambakkam),'airport': 'Indira Gandhi International
'airport': 'Madras International (Meenambakkam),'airport': 'Indira Gandhi International
'airport': 'Daegu,'airport': 'Seoul (Incheon)
'airport': 'Chongqing Jiangbei International,'airport': 'Shanghai Hongqiao International
'airport': 'Perth International,'airport': 'Port Hedland
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Suvarnabhumi International
'airport': 'Brisbane International,'airport': 'Townsville International
'airport': 'Brisbane International,'airport': 'Townsville International
'airport': 'Brisbane International,'airport': 'Townsville International
'airport': 'Auckland International,'airport': 'Queenstown
'airport': 'Auckland International,'airport': 'Wellington International
'airport': 'Hong Kong International,'airport': 'Singapore Changi
'airport': 'Ninoy Aquino International,'airport': 'Abu Dhabi International
'airport': 'Chu-Bu Centrair International (Central Japan International),'airport': 'Kagoshima
'airport': 'Toowoomba Wellcamp Airport\r\n,'airport': 'Toowoomba Wellcamp Airport\r\n
'airport': 'Domodedovo,'airport': 'Heydar Aliyev International (Bina International)
'airport': 'Auckland International,'airport': 'Queenstown
'airport': 'Auckland International,'airport': 'Invercargill
'airport': 'Auckland International,'airport': 'Hawkes Bay
'airport': 'Kota-Kinabalu International Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Sydney Kingsford Smith Airport,'airport': 'Melbourne - Tullamarine Airport
'airport': 'Sydney Kingsford Smith Airport,'airport': 'Melbourne - Tullamarine Airport
'airport': 'Sydney Kingsford Smith Airport,'airport': 'Melbourne - Tullamarine Airport
'airport': 'Sydney Kingsford Smith Airport,'airport': 'Melbourne - Tullamarine Airport
'airport': 'Brisbane International,'airport': 'Tamworth Regional Airport
'airport': 'Brisbane International,'airport': 'Cairns
'airport': 'Brisbane International,'airport': 'Mackay
'airport': 'Singapore Changi,'airport': 'Taiwan Taoyuan International (Chiang Kai Shek International)
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Brisbane International
'airport': 'Gimhae,'airport': 'Seoul (Incheon)
'airport': 'Nadi International,'airport': 'Melbourne - Tullamarine Airport
'airport': 'Tan Son Nhat International,'airport': 'Seoul (Incheon)
'airport': 'Heydar Aliyev International (Bina International),'airport': 'Istanbul Airport
'airport': 'Almaty,'airport': 'Seoul (Incheon)
'airport': 'Da Nang,'airport': 'Gimhae
'airport': 'Hong Kong International,'airport': 'Chu-Bu Centrair International (Central Japan International)
'airport': 'Hyderabad Airport,'airport': 'Suvarnabhumi International
'airport': 'Hyderabad Airport,'airport': 'Suvarnabhumi International
'airport': 'Sabiha Gokcen,'airport': 'Queen Alia International
'airport': 'Ninoy Aquino International,'airport': 'Labo
'airport': 'Ninoy Aquino International,'airport': 'Bacolod
'airport': 'Ninoy Aquino International,'airport': 'Shanghai Pudong International
'airport': 'Ninoy Aquino International,'airport': 'Abu Dhabi International
'airport': 'Chongqing Jiangbei International,'airport': 'Shanghai Hongqiao International
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Sydney Kingsford Smith Airport
'airport': 'Chhatrapati Shivaji International (Sahar International),'airport': 'Franz Josef Strauss
'airport': 'Gimpo Airport,'airport': 'Jeju Airport
'airport': 'C.F. Secada,'airport': 'Jorge Chavez International
'airport': 'Port Columbus International,'airport': 'Ronald Reagan Washington National Airport
'airport': 'Port Columbus International,'airport': 'La Guardia
'airport': 'Port Columbus International,'airport': 'La Guardia
'airport': 'La Guardia,'airport': 'William P Hobby
'airport': 'Nordela (São Miguel Island),'airport': 'Lisbon Portela
'airport': 'La Guardia,"'airport': ""Chicago O'hare International"
'airport': 'La Guardia,'airport': 'Lambert-St. Louis International
'airport': 'La Guardia,'airport': 'Norfolk International Airport
'airport': 'La Guardia,'airport': 'Raleigh-durham International Airport
'airport': 'La Guardia,'airport': 'Nashville International
'airport': 'La Guardia,'airport': 'Fort Lauderdale–Hollywood International
'airport': 'La Guardia,'airport': 'Hopkins International
'airport': 'La Guardia,'airport': 'Tampa International
'airport': 'La Guardia,'airport': 'Pittsburgh International
'airport': 'La Guardia,'airport': 'Raleigh-durham International Airport
'airport': 'La Guardia,'airport': 'Ronald Reagan Washington National Airport
'airport': 'La Guardia,'airport': 'Logan International
'airport': 'La Guardia,'airport': 'Palm Beach International Airport
'airport': 'La Guardia,'airport': 'Tampa International
'airport': 'Mohamed V,'airport': 'Gatwick
'airport': 'Mohamed V,'airport': 'Orly
'airport': 'Mohamed V,'airport': 'Marco Polo
'airport': 'Mohamed V,'airport': 'Marco Polo
'airport': 'Joe Foss Field Airport,"'airport': ""Chicago O'hare International"
'airport': 'Fenghuang International (Phoenix International),'airport': 'Hangzhou
'airport': 'Fenghuang International (Phoenix International),'airport': 'Hangzhou
'airport': 'Fenghuang International (Phoenix International),'airport': 'Hangzhou
'airport': 'Fenghuang International (Phoenix International),'airport': 'Beijing Capital International
'airport': 'Ronald Reagan Washington National Airport,'airport': 'Orlando International
'airport': 'Ronald Reagan Washington National Airport,'airport': 'William P Hobby
'airport': 'Ronald Reagan Washington National Airport,"'airport': ""Chicago O'hare International"
'airport': 'Ronald Reagan Washington National Airport,"'airport': ""Chicago O'hare International"
'airport': 'Ronald Reagan Washington National Airport,"'airport': ""Chicago O'hare International"
'airport': 'Ronald Reagan Washington National Airport,"'airport': ""Chicago O'hare International"
'airport': 'Ronald Reagan Washington National Airport,'airport': 'Tampa International
'airport': 'Ronald Reagan Washington National Airport,'airport': 'Fort Lauderdale–Hollywood International
'airport': 'Ronald Reagan Washington National Airport,'airport': 'Midway
'airport': 'Ronald Reagan Washington National Airport,'airport': 'George Bush Intercontinental
'airport': 'Shenyang,'airport': 'Nanjing Lukou International Airport
'airport': 'Shenyang,'airport': 'Hengyang
'airport': 'Shenyang,'airport': 'Hengyang
'airport': 'Joe Foss Field Airport,"'airport': ""Chicago O'hare International"
'airport': 'Outagamie County,'airport': 'Duluth International
'airport': 'Can Tho,'airport': 'Noibai International
'airport': 'Can Tho,'airport': 'Noibai International
'airport': 'Can Tho,'airport': 'Noibai International
'airport': 'Can Tho,'airport': 'Noibai International
'airport': 'Tancredo Neves International Airport,'airport': 'Congonhas International Airport
'airport': 'Tancredo Neves International Airport,'airport': 'Aeroporto Internacional Guarulhos
'airport': 'Tancredo Neves International Airport,'airport': 'Aeroporto Internacional Guarulhos
'airport': 'Tancredo Neves International Airport,'airport': 'Aeroporto Internacional Guarulhos
'airport': 'Tancredo Neves International Airport,'airport': 'Aeroporto Internacional Guarulhos
'airport': 'Tancredo Neves International Airport,'airport': 'Aeroporto Internacional Guarulhos
'airport': 'Tancredo Neves International Airport,'airport': 'Congonhas International Airport
'airport': 'Tancredo Neves International Airport,'airport': 'Congonhas International Airport
'airport': 'Tancredo Neves International Airport,'airport': 'Presidente Juscelino Kubitschek
'airport': 'Tancredo Neves International Airport,'airport': 'International Airport Marechal Rondon
'airport': 'Tancredo Neves International Airport,'airport': 'Presidente Juscelino Kubitschek
'airport': 'Tancredo Neves International Airport,'airport': 'International Airport Marechal Rondon
'airport': 'Tancredo Neves International Airport,'airport': 'Guararapes International
'airport': 'Tancredo Neves International Airport,'airport': 'Guararapes International
'airport': 'Tancredo Neves International Airport,'airport': 'Guararapes International
'airport': 'Tancredo Neves International Airport,'airport': 'Santa Genoveva
'airport': 'Tancredo Neves International Airport,'airport': 'Santa Genoveva
'airport': 'Tancredo Neves International Airport,'airport': 'Congonhas International Airport
'airport': 'El Calafate,'airport': 'Islas Malvinas Argentinas International
'airport': 'Marco Polo,'airport': 'Charles De Gaulle
'airport': 'Marco Polo,'airport': 'Schiphol
'airport': 'Marco Polo,'airport': 'Stansted
'airport': 'Marco Polo,'airport': 'Bilbao
'airport': 'Marco Polo,'airport': 'Edinburgh
'airport': 'Pontiac,'airport': 'Florence
'airport': 'Sofia,'airport': 'Antalya
'airport': 'Sofia,'airport': 'Kastrup
'airport': 'Sofia,'airport': 'Capodichino
'airport': 'Viracopos (Campinas International),'airport': 'Santos Dumont
'airport': 'Viracopos (Campinas International),'airport': 'Eurico Sales
'airport': 'Viracopos (Campinas International),'airport': 'Cascavel
'airport': 'Viracopos (Campinas International),'airport': 'Cataratas
'airport': 'Viracopos (Campinas International),'airport': 'Luis Eduardo Magalhaes
'airport': 'Viracopos (Campinas International),'airport': 'Guararapes International
'airport': 'Viracopos (Campinas International),'airport': 'International Airport Marechal Rondon
'airport': 'Viracopos (Campinas International),'airport': 'Regional De Maringa SBMG
'airport': 'Viracopos (Campinas International),'airport': 'Lauro Carneiro De Loyola
'airport': 'Viracopos (Campinas International),'airport': 'Reg. da Zona da Mata
'airport': 'Abu Dhabi International,'airport': 'King Abdulaziz International
'airport': 'Abu Dhabi International,'airport': 'King Abdulaziz International
'airport': 'Abu Dhabi International,'airport': 'King Abdulaziz International
'airport': 'Abu Dhabi International,'airport': 'King Abdulaziz International
'airport': 'Abu Dhabi International,'airport': 'King Abdulaziz International
'airport': 'Abu Dhabi International,'airport': 'Cochin International
'airport': 'Abu Dhabi International,'airport': 'Quaid-e-azam International
'airport': 'Abu Dhabi International,'airport': 'King Khaled International
'airport': 'Long Island Mac Arthur,'airport': 'Baltimore/Washington International Thurgood Marshall
'airport': 'Supadio,'airport': 'Soekarno-Hatta International
'airport': 'Supadio,'airport': 'Soekarno-Hatta International
'airport': 'Lohegaon,'airport': 'Patna
'airport': 'Lohegaon,'airport': 'Bangalore International Airport
'airport': 'Lohegaon,'airport': 'Bangalore International Airport
'airport': 'Auckland International,'airport': 'Singapore Changi
'airport': 'Auckland International,'airport': 'Singapore Changi
'airport': 'Auckland International,'airport': 'Singapore Changi
'airport': 'Auckland International,'airport': 'Singapore Changi
'airport': 'Auckland International,'airport': 'Singapore Changi
'airport': 'Soekarno-Hatta International,'airport': 'Hasanudin
'airport': 'Omsk,'airport': 'Nursultan Nazarbayev International Airport
'airport': 'Haneda Airport,'airport': 'Shanghai Pudong International
'airport': 'Singapore Changi,'airport': 'Taiwan Taoyuan International (Chiang Kai Shek International)
'airport': 'Sydney Bankstown,'airport': 'Essendon
'airport': 'Tontouta,'airport': 'Narita International Airport
'airport': 'Tontouta,'airport': 'Narita International Airport
'airport': 'Tontouta,'airport': 'Narita International Airport
'airport': 'Hong Kong International,'airport': 'Narita International Airport
'airport': 'Hong Kong International,'airport': 'Narita International Airport
'airport': 'Hong Kong International,'airport': 'Seoul (Incheon)
'airport': 'Tashkent International,'airport': 'Krasnojarsk
'airport': 'Seoul (Incheon),'airport': 'Duong Dong
'airport': 'Wellington International,'airport': 'Auckland International
'airport': 'Auckland International,'airport': 'Christchurch International
'airport': 'Haneda Airport,'airport': 'Suvarnabhumi International
'airport': 'Seoul (Incheon),'airport': 'Duong Dong
'airport': 'Noibai International,'airport': 'Kansai International
'airport': 'Kunming,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Auckland International,'airport': 'Wellington International
'airport': 'Avalon,'airport': 'Sydney Kingsford Smith Airport
'airport': 'Rotorua,'airport': 'Wellington International
'airport': 'Mactan-Cebu International,'airport': 'Ninoy Aquino International
'airport': 'Ngurah Rai International,'airport': 'Xiamen
'airport': 'Kansai International,'airport': 'Suvarnabhumi International
'airport': 'Mactan-Cebu International,'airport': 'Seoul (Incheon)
'airport': 'Francisco Bangoy International,'airport': 'Ninoy Aquino International
'airport': 'Francisco Bangoy International,'airport': 'Ninoy Aquino International
'airport': 'Beijing Capital International,'airport': 'Shenzhen
'airport': 'Hasanudin,'airport': 'Sentani
'airport': 'Kansai International,'airport': 'Suvarnabhumi International
'airport': 'Haneda Airport,'airport': 'Tan Son Nhat International
'airport': 'Irkutsk,'airport': 'Vladivostok
'airport': 'Ngurah Rai International,'airport': 'Xiamen
'airport': 'Noibai International,'airport': 'Narita International Airport
'airport': 'Brisbane International,'airport': 'Hong Kong International
'airport': 'Wattay,'airport': 'Muan International
'airport': 'Wattay,'airport': 'Seoul (Incheon)
'airport': 'Sydney Kingsford Smith Airport,'airport': 'Brisbane International
'airport': 'Noibai International,'airport': 'Narita International Airport
'airport': 'Guam International,'airport': 'Seoul (Incheon)
'airport': 'Kuala Lumpur International Airport (klia),'airport': 'Ninoy Aquino International
'airport': 'Kuala Lumpur International Airport (klia),'airport': 'Kansai International
'airport': 'Haneda Airport,'airport': 'Singapore Changi
'airport': 'Haneda Airport,'airport': 'Suvarnabhumi International
'airport': 'Haneda Airport,'airport': 'Hong Kong International
'airport': 'Haneda Airport,'airport': 'Ninoy Aquino International
'airport': 'Haneda Airport,'airport': 'Tan Son Nhat International
'airport': 'Wellington International,'airport': 'Melbourne - Tullamarine Airport
'airport': 'Singapore Changi,'airport': 'Perth International
'airport': 'Haneda Airport,'airport': 'Singapore Changi
'airport': 'Soekarno-Hatta International,'airport': 'Sentani
'airport': 'Soekarno-Hatta International,'airport': 'Jefman
'airport': 'Tan Son Nhat International,'airport': 'Kansai International
'airport': 'Tan Son Nhat International,'airport': 'Kansai International
'airport': 'Kansai International,'airport': 'Suvarnabhumi International
'airport': 'Singapore Changi,'airport': 'Perth International
'airport': 'Singapore Changi,'airport': 'Perth International
'airport': 'Singapore Changi,'airport': 'Perth International
'airport': 'Singapore Changi,'airport': 'Perth International
'airport': 'Singapore Changi,'airport': 'Perth International
'airport': 'Singapore Changi,'airport': 'Perth International
'airport': 'Seoul (Incheon),'airport': 'Can Tho
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Hong Kong International
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Hong Kong International
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Hong Kong International
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Hong Kong International
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Tan Son Nhat International
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Tan Son Nhat International
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Tan Son Nhat International
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Singapore Changi
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Singapore Changi
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Singapore Changi
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Singapore Changi
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Singapore Changi
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Singapore Changi
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Singapore Changi
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Singapore Changi
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Suvarnabhumi International
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Perth International
'airport': 'Haneda Airport,'airport': 'Tan Son Nhat International
'airport': 'Haneda Airport,'airport': 'Tan Son Nhat International
'airport': 'Haneda Airport,'airport': 'Tan Son Nhat International
'airport': 'Ngurah Rai International,'airport': 'Guangzhou Baiyun International
'airport': 'Ngurah Rai International,'airport': 'Ninoy Aquino International
'airport': 'Ngurah Rai International,'airport': 'Ninoy Aquino International
'airport': 'Seoul (Incheon),'airport': 'Can Tho
'airport': 'Seoul (Incheon),'airport': 'Can Tho
'airport': 'Seoul (Incheon),'airport': 'Can Tho
'airport': 'Hong Kong International,'airport': 'Narita International Airport
'airport': 'Surat,'airport': 'Sharjah
'airport': 'Tan Son Nhat International,'airport': 'Kansai International
'airport': 'Tan Son Nhat International,'airport': 'Gimhae
'airport': 'Singapore Changi,'airport': 'Taiwan Taoyuan International (Chiang Kai Shek International)
'airport': 'Singapore Changi,'airport': 'Ninoy Aquino International
'airport': 'Istanbul Airport,'airport': 'Konya
'airport': 'Istanbul Airport,'airport': 'Konya
'airport': 'Istanbul Airport,'airport': 'Konya
'airport': 'Ngurah Rai International,'airport': 'Darwin
'airport': 'Ngurah Rai International,'airport': 'Darwin
'airport': 'Ngurah Rai International,'airport': 'Singapore Changi
'airport': 'Ngurah Rai International,'airport': 'Soekarno-Hatta International
